#########################################################################
:FileType xy  ASCII  EnSim 1.0
# Canadian Hydraulics Centre/National Research Council (c) 1998-2012
# DataType                 XY DataObject
#
:Application              BlueKenue
:Version                  3.3.4
:WrittenBy                gegenleithner_admin
:CreationDate             Wed, Jul 19, 2023 04:29 PM
#
#------------------------------------------------------------------------
#
:AttributeName  1 
:AttributeUnits 1 m
:AttributeName  2 
:AttributeUnits 2 
:EndHeader
0 0.75
0.009999 0.75
0.019998 0.75
0.029997 0.75
0.039996 0.75
0.049995 0.75
0.059994 0.75
0.069993 0.75
0.079992 0.75
0.089991 0.75
0.09999 0.75
0.109989 0.75
0.119988 0.75
0.129987 0.75
0.139986 0.75
0.149985 0.75
0.159984 0.75
0.169983 0.75
0.179982 0.75
0.189981 0.75
0.19998 0.75
0.209979 0.75
0.219978 0.75
0.229977 0.75
0.239976 0.75
0.249975 0.75
0.259974 0.75
0.269973 0.75
0.279972 0.75
0.289971 0.75
0.29997 0.75
0.309969 0.75
0.319968 0.75
0.329967 0.75
0.339966 0.75
0.349965 0.75
0.359964 0.75
0.369963 0.75
0.379962 0.75
0.389961 0.75
0.39996 0.75
0.409959 0.75
0.419958 0.75
0.429957 0.75
0.439956 0.75
0.449955 0.75
0.459954 0.75
0.469953 0.75
0.479952 0.75
0.489951 0.75
0.49995 0.75
0.509949 0.75
0.519948 0.75
0.529947 0.75
0.539946 0.75
0.549945 0.75
0.559944 0.75
0.569943 0.75
0.579942 0.75
0.589941 0.75
0.59994 0.75
0.609939 0.75
0.619938 0.75
0.629937 0.75
0.639936 0.75
0.649935 0.75
0.659934 0.75
0.669933 0.75
0.679932 0.75
0.689931 0.75
0.69993 0.75
0.709929 0.75
0.719928 0.75
0.729927 0.75
0.739926 0.75
0.749925 0.75
0.759924 0.75
0.769923 0.75
0.779922 0.75
0.789921 0.75
0.79992 0.75
0.809919 0.75
0.819918 0.75
0.829917 0.75
0.839916 0.75
0.849915 0.75
0.859914 0.75
0.869913 0.75
0.879912 0.75
0.889911 0.75
0.89991 0.75
0.909909 0.75
0.919908 0.75
0.929907 0.75
0.939906 0.75
0.949905 0.75
0.959904 0.75
0.969903 0.75
0.979902 0.75
0.989901 0.75
0.9999 0.75
1.0099 0.75
1.0199 0.75
1.0299 0.75
1.0399 0.75
1.0499 0.75
1.05989 0.75
1.06989 0.75
1.07989 0.75
1.08989 0.75
1.09989 0.75
1.10989 0.75
1.11989 0.75
1.12989 0.75
1.13989 0.75
1.14989 0.75
1.15988 0.75
1.16988 0.75
1.17988 0.75
1.18988 0.75
1.19988 0.75
1.20988 0.75
1.21988 0.75
1.22988 0.75
1.23988 0.75
1.24988 0.75
1.25987 0.75
1.26987 0.75
1.27987 0.75
1.28987 0.75
1.29987 0.75
1.30987 0.75
1.31987 0.75
1.32987 0.75
1.33987 0.75
1.34987 0.75
1.35986 0.75
1.36986 0.75
1.37986 0.75
1.38986 0.75
1.39986 0.75
1.40986 0.75
1.41986 0.75
1.42986 0.75
1.43986 0.75
1.44986 0.75
1.45985 0.75
1.46985 0.75
1.47985 0.75
1.48985 0.75
1.49985 0.75
1.50985 0.75
1.51985 0.75
1.52985 0.75
1.53985 0.75
1.54985 0.75
1.55984 0.75
1.56984 0.75
1.57984 0.75
1.58984 0.75
1.59984 0.75
1.60984 0.75
1.61984 0.75
1.62984 0.75
1.63984 0.75
1.64984 0.75
1.65983 0.75
1.66983 0.75
1.67983 0.75
1.68983 0.75
1.69983 0.75
1.70983 0.75
1.71983 0.75
1.72983 0.75
1.73983 0.75
1.74983 0.75
1.75982 0.75
1.76982 0.75
1.77982 0.75
1.78982 0.75
1.79982 0.75
1.80982 0.75
1.81982 0.75
1.82982 0.75
1.83982 0.75
1.84982 0.75
1.85981 0.75
1.86981 0.75
