#########################################################################
:FileType xy  ASCII  EnSim 1.0
# Canadian Hydraulics Centre/National Research Council (c) 1998-2012
# DataType                 XY DataObject
#
:Application              BlueKenue
:Version                  3.3.4
:WrittenBy                gegenleithner_admin
:CreationDate             Thu, Jul 20, 2023 08:59 AM
#
#------------------------------------------------------------------------
#
:AttributeName  1 
:AttributeUnits 1 m
:AttributeName  2 
:AttributeUnits 2 
:EndHeader
0 2.07569
0.00999277 2.07274
0.0199855 2.06979
0.0299783 2.06684
0.0399711 2.06389
0.0499639 2.06094
0.0599566 2.05799
0.0699494 2.05504
0.0799422 2.05209
0.0899349 2.04914
0.0999277 2.04619
0.10992 2.04324
0.119913 2.04029
0.129906 2.03733
0.139899 2.03438
0.149892 2.03143
0.159884 2.02848
0.169877 2.02553
0.17987 2.02258
0.189863 2.01963
0.199855 2.01668
0.209848 2.01373
0.219841 2.01078
0.229834 2.00783
0.239827 2.00488
0.249819 2.00193
0.259812 1.99897
0.269805 1.99602
0.279798 1.99307
0.28979 1.99012
0.299783 1.98717
0.309776 1.98422
0.319769 1.98127
0.329761 1.97832
0.339754 1.97537
0.349747 1.97242
0.35974 1.96947
0.369733 1.96652
0.379725 1.96357
0.389718 1.96062
0.399711 1.95766
0.409704 1.95471
0.419696 1.95176
0.429689 1.94881
0.439682 1.94586
0.449675 1.94291
0.459668 1.93996
0.46966 1.93701
0.479653 1.93406
0.489646 1.93111
0.499639 1.92816
0.509631 1.92521
0.519624 1.92226
0.529617 1.91931
0.53961 1.91635
0.549602 1.9134
0.559595 1.91045
0.569588 1.9075
0.579581 1.90455
0.589574 1.9016
0.599566 1.89865
0.609559 1.8957
0.619552 1.89275
0.629545 1.8898
0.639537 1.88685
0.64953 1.8839
0.659523 1.88095
0.669516 1.878
0.679508 1.87504
0.689501 1.87209
0.699494 1.86914
0.709487 1.86619
0.71948 1.86324
0.729472 1.86029
0.739465 1.85734
0.749458 1.85439
0.759451 1.85144
0.769443 1.84849
0.779436 1.84554
0.789429 1.84259
0.799422 1.83964
0.809415 1.83669
0.819407 1.83373
0.8294 1.83078
0.839393 1.82783
0.849386 1.82488
0.859378 1.82193
0.869371 1.81898
0.879364 1.81603
0.889357 1.81308
0.899349 1.81013
0.909342 1.80718
0.919335 1.80423
0.929328 1.80128
0.939321 1.79833
0.949313 1.79537
0.959306 1.79242
0.969299 1.78947
0.979292 1.78652
0.989284 1.78357
0.999277 1.78062
1.00927 1.77767
1.01926 1.77472
1.02926 1.77177
1.03925 1.76882
1.04924 1.76587
1.05923 1.76292
1.06923 1.75997
1.07922 1.75702
1.08921 1.75406
1.0992 1.75111
1.1092 1.74816
1.11919 1.74521
1.12918 1.74226
1.13918 1.73931
1.14917 1.73636
1.15916 1.73341
1.16915 1.73046
1.17915 1.72751
1.18914 1.72456
1.19913 1.72161
1.20913 1.71866
1.21912 1.71571
1.22911 1.71275
1.2391 1.7098
1.2491 1.70685
1.25909 1.7039
1.26908 1.70095
1.27907 1.698
1.28907 1.69505
1.29906 1.6921
1.30905 1.68915
1.31905 1.6862
1.32904 1.68325
1.33903 1.6803
1.34902 1.67735
1.35902 1.6744
1.36901 1.67144
1.379 1.66849
1.389 1.66554
1.39899 1.66259
1.40898 1.65964
1.41897 1.65669
1.42897 1.65374
1.43896 1.65079
1.44895 1.64784
1.45894 1.64489
1.46894 1.64194
1.47893 1.63899
1.48892 1.63604
1.49892 1.63309
1.50891 1.63013
1.5189 1.62718
1.52889 1.62423
1.53889 1.62128
1.54888 1.61833
1.55887 1.61538
1.56887 1.61243
1.57886 1.60948
1.58885 1.60653
1.59884 1.60358
1.60884 1.60063
1.61883 1.59768
1.62882 1.59473
1.63881 1.59178
1.64881 1.58882
1.6588 1.58587
1.66879 1.58292
