#########################################################################
:FileType xy  ASCII  EnSim 1.0
# Canadian Hydraulics Centre/National Research Council (c) 1998-2012
# DataType                 XY DataObject
#
:Application              BlueKenue
:Version                  3.3.4
:WrittenBy                sebastian
:CreationDate             Wed, Aug 02, 2023 02:32 PM
#
#------------------------------------------------------------------------
#
:AttributeName  1 
:AttributeUnits 1 m
:AttributeName  2 
:AttributeUnits 2 M
:EndHeader
0 1.94679
0.0999994 1.94673
0.199999 1.94666
0.299998 1.9466
0.399998 1.94653
0.499997 1.94644
0.599997 1.94633
0.699996 1.94621
0.799996 1.9461
0.899995 1.94599
0.999994 1.94588
1.09999 1.94574
1.19999 1.94557
1.29999 1.9454
1.39999 1.94523
1.49999 1.94506
1.59999 1.94489
1.69999 1.94471
1.79999 1.94452
1.89999 1.94433
1.99999 1.94413
2.09999 1.94394
2.19999 1.94375
2.29999 1.94355
2.39999 1.94336
2.49999 1.94316
2.59999 1.94297
2.69998 1.94277
2.79998 1.94258
2.89998 1.94238
2.99998 1.94219
3.09998 1.942
3.19998 1.94181
3.29998 1.94162
3.39998 1.94142
3.49998 1.94123
3.59998 1.94104
3.69998 1.94086
3.79998 1.94067
3.89998 1.94049
3.99998 1.9403
4.09998 1.94012
4.19998 1.93993
4.29998 1.93975
4.39998 1.93957
4.49997 1.93939
4.59997 1.9392
4.69997 1.93902
4.79997 1.93884
4.89997 1.93866
4.99997 1.93848
5.09997 1.9383
5.19997 1.93812
5.29997 1.93794
5.39997 1.93776
5.49997 1.93758
5.59997 1.9374
5.69997 1.93722
5.79997 1.93704
5.89997 1.93687
5.99997 1.93669
6.09997 1.93651
6.19997 1.93633
6.29996 1.93615
6.39996 1.93597
6.49996 1.93579
6.59996 1.93561
6.69996 1.93543
6.79996 1.93525
6.89996 1.93507
6.99996 1.93489
7.09996 1.93471
7.19996 1.93453
7.29996 1.93436
7.39996 1.93418
7.49996 1.934
7.59996 1.93382
7.69996 1.93364
7.79996 1.93346
7.89996 1.93328
7.99996 1.9331
8.09995 1.93292
8.19995 1.93274
8.29995 1.93256
8.39995 1.93238
8.49995 1.9322
8.59995 1.93202
8.69995 1.93185
8.79995 1.93167
8.89995 1.93149
8.99995 1.93131
9.09995 1.93113
9.19995 1.93095
9.29995 1.93077
9.39995 1.93059
9.49995 1.93041
9.59995 1.93023
9.69995 1.93005
9.79995 1.92987
9.89994 1.92969
9.99994 1.92951
10.0999 1.92933
10.1999 1.92916
10.2999 1.92898
10.3999 1.9288
10.4999 1.92862
10.5999 1.92844
10.6999 1.92826
10.7999 1.92808
10.8999 1.9279
10.9999 1.92772
11.0999 1.92754
11.1999 1.92736
11.2999 1.92718
11.3999 1.92701
11.4999 1.92683
11.5999 1.92665
11.6999 1.92647
11.7999 1.92629
11.8999 1.92611
11.9999 1.92593
12.0999 1.92575
12.1999 1.92557
12.2999 1.9254
12.3999 1.92522
12.4999 1.92504
12.5999 1.92486
12.6999 1.92468
12.7999 1.9245
12.8999 1.92432
12.9999 1.92414
13.0999 1.92396
13.1999 1.92379
13.2999 1.92361
13.3999 1.92343
13.4999 1.92325
13.5999 1.92307
13.6999 1.92289
13.7999 1.92271
13.8999 1.92254
13.9999 1.92236
14.0999 1.92218
14.1999 1.922
14.2999 1.92182
14.3999 1.92164
14.4999 1.92146
14.5999 1.92129
14.6999 1.92111
14.7999 1.92093
14.8999 1.92075
14.9999 1.92057
15.0999 1.92039
15.1999 1.92022
15.2999 1.92004
15.3999 1.91986
15.4999 1.91968
15.5999 1.9195
15.6999 1.91932
15.7999 1.91915
15.8999 1.91897
15.9999 1.91879
16.0999 1.91861
16.1999 1.91843
16.2999 1.91825
16.3999 1.91808
16.4999 1.9179
16.5999 1.91772
16.6999 1.91754
16.7999 1.91736
16.8999 1.91719
16.9999 1.91701
17.0999 1.91683
17.1999 1.91665
17.2999 1.91647
17.3999 1.9163
17.4999 1.91612
17.5999 1.91594
17.6999 1.91576
17.7999 1.91558
17.8999 1.91541
17.9999 1.91523
18.0999 1.91505
18.1999 1.91487
18.2999 1.9147
18.3999 1.91452
18.4999 1.91434
18.5999 1.91416
18.6999 1.91398
18.7999 1.91381
18.8999 1.91363
18.9999 1.91345
19.0999 1.91327
19.1999 1.9131
19.2999 1.91292
19.3999 1.91274
19.4999 1.91256
19.5999 1.91238
19.6999 1.91221
19.7999 1.91203
19.8999 1.91185
19.9999 1.91167
20.0999 1.9115
20.1999 1.91132
20.2999 1.91114
20.3999 1.91096
20.4999 1.91079
20.5999 1.91061
20.6999 1.91043
20.7999 1.91026
20.8999 1.91008
20.9999 1.9099
21.0999 1.90972
21.1999 1.90955
21.2999 1.90937
21.3999 1.90919
21.4999 1.90901
21.5999 1.90884
21.6999 1.90866
21.7999 1.90848
21.8999 1.90831
21.9999 1.90813
22.0999 1.90795
22.1999 1.90777
22.2999 1.9076
22.3999 1.90742
22.4999 1.90724
22.5999 1.90707
22.6999 1.90689
22.7999 1.90671
22.8999 1.90653
22.9999 1.90636
23.0999 1.90618
23.1999 1.906
23.2999 1.90583
23.3999 1.90565
23.4999 1.90547
23.5999 1.9053
23.6999 1.90512
23.7999 1.90494
23.8999 1.90477
23.9999 1.90459
24.0999 1.90441
24.1999 1.90423
24.2999 1.90406
24.3999 1.90388
24.4999 1.9037
24.5999 1.90353
24.6999 1.90335
24.7999 1.90317
24.8999 1.903
24.9999 1.90282
25.0999 1.90264
25.1999 1.90247
25.2999 1.90229
25.3999 1.90211
25.4999 1.90194
25.5999 1.90176
25.6999 1.90159
25.7999 1.90141
25.8999 1.90123
25.9999 1.90106
26.0999 1.90088
26.1999 1.9007
26.2999 1.90053
26.3999 1.90035
26.4999 1.90017
26.5999 1.9
26.6999 1.89982
26.7999 1.89964
26.8999 1.89947
26.9998 1.89929
27.0998 1.89912
27.1998 1.89894
27.2998 1.89876
27.3998 1.89859
27.4998 1.89841
27.5998 1.89824
27.6998 1.89806
27.7998 1.89788
27.8998 1.89771
27.9998 1.89753
28.0998 1.89735
28.1998 1.89718
28.2998 1.897
28.3998 1.89683
28.4998 1.89665
28.5998 1.89647
28.6998 1.8963
28.7998 1.89612
28.8998 1.89595
28.9998 1.89577
29.0998 1.89559
29.1998 1.89542
29.2998 1.89524
29.3998 1.89507
29.4998 1.89489
29.5998 1.89472
29.6998 1.89454
29.7998 1.89436
29.8998 1.89419
29.9998 1.89401
30.0998 1.89384
30.1998 1.89366
30.2998 1.89349
30.3998 1.89331
30.4998 1.89313
30.5998 1.89296
30.6998 1.89278
30.7998 1.89261
30.8998 1.89243
30.9998 1.89226
31.0998 1.89208
31.1998 1.89191
31.2998 1.89173
31.3998 1.89155
31.4998 1.89138
31.5998 1.8912
31.6998 1.89103
31.7998 1.89085
31.8998 1.89068
31.9998 1.8905
32.0998 1.89033
32.1998 1.89015
32.2998 1.88998
32.3998 1.8898
32.4998 1.88963
32.5998 1.88945
32.6998 1.88928
32.7998 1.8891
32.8998 1.88893
32.9998 1.88875
33.0998 1.88857
33.1998 1.8884
33.2998 1.88822
33.3998 1.88805
33.4998 1.88787
33.5998 1.8877
33.6998 1.88752
33.7998 1.88735
33.8998 1.88717
33.9998 1.887
34.0998 1.88682
34.1998 1.88665
34.2998 1.88647
34.3998 1.8863
34.4998 1.88613
34.5998 1.88595
34.6998 1.88578
34.7998 1.8856
34.8998 1.88543
34.9998 1.88525
35.0998 1.88508
